Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidadaos;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Residents Total;Residents 0-14;%Residents 0-14;Residents 15-64;%Residents 15-64;Residents 65+;%Residents 65+;Population without Education;%Population without Education;Population with High School;%Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;%Employees per Sector Agriculture;Employees per Sector Extraction Industries;%Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;%Employees per Sector Transformation Industries;Employees per Sector Construction;%Employees per Sector Construction;Employees per Sector Gross and Retails Markets;%Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;%Employees per Sector Administration and Services;Employees per Economic Sector Banks;%Employees per Economic Sector Banks;Employees per Economic Sector Others;%Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;%Unemployment Total;Unemployment <25;%Unemployment <25
Marvao;2162;0;0;0;0;0;274;0;0;28;0;0;0;730;0;0;0;0;0;0;0;0;0;0;0;0;0;713;0;0;0;x;3202;307;-1;1852;-1;1043;-1;667;-1;336;-1;11;622.9;649;0;-1;0;-1;76;-1;75;-1;93;-1;17;-1;0;-1;0;-1;1;109.3;-1;13.1;-1
Monforte;1903;0;0;0;27;0;0;0;0;1209;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;525;0;0;0;x;3084;429;-1;1876;-1;779;-1;678;-1;327;-1;1;735.8;579;188;-1;0;-1;53;-1;0;-1;168;-1;24;-1;0;-1;0;-1;4;232.7;-1;50.4;-1
Nisa;4113;0;0;0;0;0;0;0;0;1589;0;0;0;0;351;0;0;0;0;0;0;0;0;0;0;0;0;2173;0;0;0;x;6548;600;-1;3626;-1;2322;-1;1419;-1;729;-1;2;659.6;1322;251;-1;0;-1;228;-1;132;-1;306;-1;66;-1;10;-1;0;-1;6;262.4;-1;33;-1
Ponte de Sor;8102;248;0;0;0;0;0;0;0;1453;0;0;0;0;668;0;0;0;0;0;0;0;0;0;0;0;0;5733;0;0;0;x;15599;1835;-1;9714;-1;4051;-1;2696;-1;1964;-1;18;750;3652;745;-1;0;-1;716;-1;388;-1;789;-1;138;-1;32;-1;13;-1;16;820.2;-1;103.9;-1
Portalegre;12769;122;554;0;0;0;4160;0;0;2399;0;0;0;1731;0;0;0;0;0;0;0;0;0;0;0;0;0;3803;0;0;0;x;23049;2920;-1;14235;-1;5894;-1;2767;-1;3304;-1;60;769.8;5709;649;-1;0;-1;1126;-1;253;-1;1386;-1;314;-1;58;-1;0;-1;56;892.2;-1;109.4;-1
Sousel;3037;36;0;0;0;0;0;0;0;155;0;0;0;945;0;0;0;0;0;0;0;0;0;0;0;0;0;1901;0;0;0;x;4640;507;-1;2722;-1;1411;-1;895;-1;515;-1;7;626.9;1243;423;-1;0;-1;202;-1;82;-1;245;-1;30;-1;0;-1;21;-1;11;213.2;-1;34.1;-1
Alandroal;3455;0;70;0;0;0;988;0;0;1010;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;1237;0;0;0;x;5314;565;-1;3150;-1;1600;-1;1050;-1;518;-1;11;693.5;953;391;-1;0;-1;117;-1;80;-1;128;-1;52;-1;0;-1;0;-1;8;278.2;-1;40.1;-1
Arraiolos;3688;123;0;0;0;0;0;0;0;2273;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;1008;0;0;0;x;7082;802;-1;4363;-1;1918;-1;1106;-1;916;-1;11;747.9;1819;477;-1;0;-1;371;-1;102;-1;307;-1;65;-1;0;-1;0;-1;19;293.9;-1;42.1;-1
Borba;4188;199;0;0;0;0;2058;0;0;314;0;0;0;590;0;0;0;0;0;0;0;0;0;0;0;0;0;1027;0;0;0;x;6992;788;-1;4302;-1;1903;-1;1243;-1;929;-1;14;744.7;1634;423;-1;45;-1;306;-1;0;-1;315;-1;63;-1;13;-1;0;-1;8;361.2;-1;56.4;-1
Estremoz;6757;0;0;0;0;0;3421;0;0;611;0;0;0;0;476;0;0;0;0;0;0;0;0;0;0;0;0;2249;0;0;0;x;13231;1421;-1;7939;-1;3872;-1;2244;-1;1978;-1;19;714.3;3644;705;-1;0;-1;515;-1;175;-1;808;-1;364;-1;34;-1;19;-1;15;627.6;-1;109.5;-1
Evora;21982;1113;0;0;1362;0;0;0;499;9414;0;0;0;3463;0;0;0;0;0;0;0;0;0;0;0;0;0;6131;0;0;0;x;53474;7417;-1;34287;-1;11771;-1;4684;-1;9078;-1;157;853.1;17187;1392;-1;4;-1;3649;-1;1049;-1;3277;-1;1234;-1;203;-1;27;-1;174;2732.6;-1;402.1;-1
Montemor-o-Novo;8395;0;834;0;0;0;0;0;0;3827;0;0;0;421;0;0;0;0;0;0;0;0;0;0;0;0;0;3313;0;0;0;x;16226;1789;-1;9648;-1;4790;-1;2901;-1;2081;-1;41;728.5;4134;1033;-1;0;-1;476;-1;316;-1;810;-1;326;-1;33;-1;15;-1;43;545.9;-1;74.9;-1
Mora;2452;0;0;0;0;0;0;0;0;1631;0;0;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;576;0;0;0;x;4433;443;-1;2578;-1;1412;-1;960;-1;453;-1;5;677.8;1024;256;-1;0;-1;227;-1;0;-1;193;-1;46;-1;0;-1;13;-1;4;157;-1;20.1;-1
Mourao;1565;0;0;0;97;0;0;0;0;137;0;0;0;589;0;0;0;0;0;0;0;0;0;0;0;0;0;742;0;0;0;x;2520;348;-1;1611;-1;562;-1;434;-1;280;-1;2;657.8;413;157;-1;0;-1;70;-1;23;-1;42;-1;26;-1;0;-1;0;-1;3;241.3;-1;45.4;-1
Portel;3630;0;0;0;0;0;0;0;0;1148;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;2389;0;0;0;x;6060;714;-1;3678;-1;1668;-1;1080;-1;668;-1;8;726.3;1234;399;-1;0;-1;173;-1;130;-1;139;-1;104;-1;0;-1;0;-1;8;354.9;-1;43.9;-1
Redondo;3626;0;0;0;0;0;1344;0;0;813;0;0;0;0;801;0;0;0;0;0;0;0;0;0;0;0;0;668;0;0;0;x;6608;844;-1;4131;-1;1634;-1;1078;-1;751;-1;7;683.6;1567;494;-1;0;-1;224;-1;174;-1;272;-1;99;-1;17;-1;0;-1;12;374.4;-1;58.3;-1
Reguengos de Monsaraz;4751;0;121;0;0;0;0;0;0;507;0;0;0;996;0;0;0;0;0;0;0;0;0;0;0;0;0;3127;0;0;0;x;10309;1373;-1;6421;-1;2515;-1;1622;-1;1345;-1;25;726.9;2576;683;-1;0;-1;491;-1;183;-1;441;-1;113;-1;18;-1;13;-1;28;665.1;-1;96.6;-1
Vendas Novas;6245;0;0;0;0;0;0;0;0;1618;0;0;0;706;0;0;0;0;0;0;0;0;0;0;0;0;0;3921;0;0;0;x;11499;1472;-1;6877;-1;3151;-1;1489;-1;1511;-1;31;805.3;3463;474;-1;0;-1;1058;-1;184;-1;664;-1;143;-1;35;-1;0;-1;22;345.5;-1;47.8;-1
Viana do Alentejo;3063;0;0;0;0;0;0;0;0;1255;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;1633;0;0;0;x;5289;700;-1;3384;-1;1205;-1;933;-1;689;-1;10;691.8;1104;317;-1;0;-1;0;-1;103;-1;237;-1;114;-1;0;-1;0;-1;12;253.3;-1;38.8;-1
Vila Viosa;4527;0;0;0;0;0;708;0;0;1725;0;0;0;0;445;0;0;0;0;0;0;0;0;0;0;0;0;1649;0;0;0;x;7941;942;-1;5162;-1;1837;-1;1082;-1;1156;-1;15;827.1;2154;141;-1;263;-1;600;-1;0;-1;387;-1;101;-1;16;-1;9;-1;26;393.5;-1;60;-1
Albufeira;12833;742;0;0;364;0;0;0;514;648;0;0;0;5834;0;0;0;0;0;0;0;0;0;0;0;0;0;4731;0;0;0;x;40495;6713;-1;27266;-1;6517;-1;3083;-1;7354;-1;254;760;18267;504;-1;0;-1;450;-1;1375;-1;2803;-1;1777;-1;131;-1;38;-1;216;2196.4;-1;254.1;-1
Alcoutim;1896;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;492;0;0;0;0;0;0;0;0;0;0;1311;0;0;0;x;2443;170;-1;1163;-1;1111;-1;760;-1;237;-1;0;655.7;460;122;-1;0;-1;46;-1;39;-1;75;-1;26;-1;0;-1;0;-1;7;72.6;-1;12.8;-1
Aljezur;2426;0;0;0;0;0;0;0;0;484;0;0;0;0;0;427;0;0;0;0;0;0;0;0;0;0;0;1515;0;0;0;x;5612;721;-1;3172;-1;1720;-1;980;-1;969;-1;21;679.5;1446;209;-1;0;-1;73;-1;151;-1;287;-1;71;-1;9;-1;0;-1;17;180.8;-1;16.9;-1
Castro Marim;3797;0;0;0;0;0;826;0;0;93;0;0;0;0;1455;0;0;0;0;0;0;0;0;0;0;0;0;1423;0;0;0;x;6426;710;-1;3927;-1;1790;-1;971;-1;807;-1;15;685.3;1289;140;-1;0;-1;74;-1;141;-1;248;-1;108;-1;0;-1;0;-1;23;308.8;-1;42.7;-1
Faro;25838;819;0;0;0;0;490;0;620;1975;0;0;0;0;0;0;11753;0;0;0;0;0;0;0;0;0;0;10181;0;0;0;x;61046;9315;-1;39068;-1;12663;-1;4508;-1;10922;-1;252;855.4;20927;1559;-1;6;-1;648;-1;1918;-1;4735;-1;2428;-1;277;-1;17;-1;230;2634.4;-1;284.9;-1
Lagoa;8904;460;0;0;237;0;0;0;0;378;0;0;0;2174;0;0;0;0;0;0;0;0;0;0;0;0;0;5655;0;0;0;x;22793;3374;-1;14821;-1;4599;-1;1864;-1;3547;-1;89;812.9;8878;230;-1;0;-1;337;-1;1053;-1;1355;-1;562;-1;57;-1;11;-1;100;1135.8;-1;117.1;-1
Lagos;10293;554;0;0;0;0;1300;0;380;780;0;0;0;0;0;0;1493;0;0;0;0;0;0;0;0;0;0;5786;0;0;0;x;30746;4668;-1;19827;-1;6252;-1;2769;-1;5378;-1;120;736.6;10007;275;-1;0;-1;251;-1;1136;-1;1721;-1;804;-1;87;-1;15;-1;97;1278.8;-1;153.8;-1
Loul_;25494;758;0;0;0;0;0;0;0;771;0;0;0;0;0;6392;0;0;0;0;0;0;0;0;0;0;0;17573;0;0;0;x;69399;10525;-1;44715;-1;14160;-1;6866;-1;11076;-1;364;805.9;31316;1511;-1;31;-1;895;-1;2632;-1;5489;-1;6043;-1;229;-1;24;-1;291;2698.1;-1;305.1;-1
Monchique;3362;0;0;0;0;0;397;0;0;142;0;0;0;1517;0;0;0;0;0;0;0;0;0;0;0;0;0;1306;0;0;0;x;5431;494;-1;3086;-1;1851;-1;1088;-1;778;-1;4;660.9;1346;222;-1;0;-1;136;-1;72;-1;330;-1;86;-1;0;-1;0;-1;9;262.5;-1;19.6;-1
Olhao;15780;1312;0;0;0;0;325;0;0;1302;0;0;0;0;0;0;4299;0;0;0;0;0;0;0;0;0;0;8542;0;0;0;x;45198;7207;-1;29231;-1;8761;-1;3878;-1;6417;-1;89;760;10526;1824;-1;56;-1;931;-1;1080;-1;2104;-1;1024;-1;75;-1;59;-1;84;1865.4;-1;218.6;-1
Portimao;18813;2327;0;0;0;0;0;0;0;1553;0;0;0;0;0;0;0;0;0;0;0;0;4862;0;0;0;0;8896;0;0;0;x;55446;9242;-1;35561;-1;10644;-1;4668;-1;8648;-1;203;795.4;16686;384;-1;0;-1;567;-1;1203;-1;2896;-1;1485;-1;170;-1;12;-1;250;3134;-1;333.9;-1
Sao Br_s de Alportel;5027;0;0;0;0;0;0;0;0;328;0;0;0;0;0;0;1481;0;0;0;0;0;0;0;0;0;0;3218;0;0;0;x;10556;1493;-1;6779;-1;2285;-1;906;-1;1687;-1;28;771.9;2806;260;-1;0;-1;357;-1;359;-1;655;-1;216;-1;28;-1;0;-1;28;342.8;-1;45.3;-1
Silves;14621;494;0;0;0;0;0;0;0;8177;0;0;0;3356;0;0;0;0;0;0;0;0;0;0;0;0;0;2234;0;0;0;x;36512;5111;-1;22898;-1;8503;-1;4207;-1;5327;-1;104;754.9;8495;1299;-1;0;-1;473;-1;888;-1;1928;-1;619;-1;63;-1;48;-1;116;1375.4;-1;125;-1
Tavira;11341;559;273;0;0;0;0;0;0;542;0;0;0;2630;0;0;0;0;0;0;0;0;0;0;0;0;0;6973;0;0;0;x;25339;3338;-1;15433;-1;6569;-1;3195;-1;3815;-1;93;717.2;6852;1197;-1;29;-1;221;-1;619;-1;1141;-1;422;-1;50;-1;49;-1;87;862.7;-1;88.3;-1
Vila do Bispo;2584;196;0;0;0;0;129;0;0;129;0;0;0;0;0;0;646;0;0;0;0;0;0;0;0;0;0;1484;0;0;0;x;5199;643;-1;3199;-1;1358;-1;632;-1;761;-1;19;764.9;2127;173;-1;0;-1;59;-1;273;-1;301;-1;157;-1;6;-1;0;-1;16;174.8;-1;16.5;-1
Vila Real de Santo Antonio;9187;258;0;0;0;0;0;0;0;1789;0;0;0;4279;0;0;0;0;0;0;0;0;0;0;0;0;0;2861;0;0;0;x;19060;2878;-1;12216;-1;3966;-1;1591;-1;2712;-1;41;733.4;4995;340;-1;0;-1;245;-1;310;-1;1200;-1;307;-1;60;-1;10;-1;78;1088.3;-1;119.8;-1
Vila do Porto;2763;163;0;0;0;0;0;0;0;0;0;0;0;1936;0;0;0;0;0;0;0;0;0;0;0;0;0;664;0;0;0;x;5653;844;-1;4046;-1;763;-1;476;-1;675;-1;10;0;1148;288;-1;0;-1;58;-1;119;-1;270;-1;126;-1;14;-1;0;-1;8;0;-1;0;-1
Lagoa [R.A.A.];6141;0;0;0;0;0;0;0;0;158;0;0;0;1509;0;0;0;0;0;0;0;0;0;0;0;0;0;4474;0;0;0;x;14705;2716;-1;10315;-1;1674;-1;1208;-1;1128;-1;23;0;2498;272;-1;0;-1;357;-1;321;-1;572;-1;345;-1;23;-1;0;-1;15;0;-1;0;-1
Nordeste;3380;0;0;0;0;0;0;0;0;43;0;0;0;2052;0;0;0;0;0;0;0;0;0;0;0;0;0;1285;0;0;0;x;4965;739;-1;3358;-1;868;-1;424;-1;419;-1;4;0;661;259;-1;0;-1;30;-1;69;-1;106;-1;33;-1;15;-1;0;-1;1;0;-1;0;-1
Ponta Delgada;28768;611;0;0;0;0;0;0;534;311;0;0;0;15181;0;0;0;0;0;0;0;0;0;0;0;0;0;11578;0;0;0;x;68378;11333;-1;48565;-1;8480;-1;5343;-1;7944;-1;137;0;23321;1825;-1;0;-1;1927;-1;1343;-1;6102;-1;1938;-1;344;-1;54;-1;152;0;-1;0;-1
Povoaæo;3618;0;0;0;0;0;0;0;0;90;0;0;0;607;0;0;0;0;0;0;0;0;0;0;0;0;0;2921;0;0;0;x;6106;926;-1;4264;-1;917;-1;732;-1;485;-1;5;0;967;196;-1;0;-1;81;-1;115;-1;140;-1;35;-1;14;-1;0;-1;3;0;-1;0;-1
Ribeira Grande;14806;343;0;0;0;0;0;0;0;134;0;0;0;10196;0;0;0;0;0;0;0;0;0;0;0;0;0;4133;0;0;0;x;32745;6929;-1;23148;-1;2669;-1;3192;-1;2467;-1;33;0;7520;860;-1;63;-1;2130;-1;1368;-1;1123;-1;711;-1;49;-1;11;-1;31;0;-1;0;-1
Vila Franca do Campo;5315;0;0;0;0;0;0;0;0;111;0;0;0;2201;0;0;0;0;0;0;0;0;0;0;0;0;0;3003;0;0;0;x;11278;1912;-1;8031;-1;1336;-1;1352;-1;799;-1;14;0;1672;393;-1;0;-1;86;-1;226;-1;474;-1;149;-1;23;-1;0;-1;4;0;-1;0;-1
Angra do Herosmo;16762;414;1318;0;0;0;0;0;0;331;0;0;0;5276;0;0;0;0;0;0;0;0;0;0;0;0;0;9423;0;0;0;x;34505;5256;-1;23751;-1;5498;-1;2810;-1;3758;-1;51;0;8329;1465;-1;0;-1;729;-1;489;-1;2219;-1;684;-1;132;-1;0;-1;40;0;-1;0;-1
Vila da Praia da VitÜria;9282;134;753;0;0;0;0;0;0;85;0;0;0;2964;0;0;0;0;0;0;0;0;0;0;0;0;0;5346;0;0;0;x;21544;3169;-1;15366;-1;3010;-1;1879;-1;2265;-1;23;0;3917;967;-1;0;-1;328;-1;411;-1;787;-1;300;-1;37;-1;0;-1;26;0;-1;0;-1
Santa Cruz da Graciosa;2629;0;0;0;0;0;0;0;0;0;0;0;0;1281;0;0;0;0;0;0;0;0;0;0;0;0;0;1348;0;0;0;x;4320;578;-1;2917;-1;826;-1;529;-1;353;-1;1;0;853;281;-1;0;-1;62;-1;71;-1;170;-1;34;-1;16;-1;0;-1;6;0;-1;0;-1
Calheta [R.A.A.];2241;39;0;0;0;0;1819;0;0;54;0;0;0;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;3295;484;-1;2062;-1;750;-1;536;-1;253;-1;7;0;927;298;-1;0;-1;0;-1;71;-1;205;-1;22;-1;11;-1;0;-1;0;0;-1;0;-1
Velas;3236;0;1778;0;0;0;0;0;0;181;0;0;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;1030;0;0;0;x;5229;654;-1;3679;-1;896;-1;497;-1;520;-1;8;0;1284;247;-1;0;-1;57;-1;148;-1;441;-1;70;-1;17;-1;0;-1;16;0;-1;0;-1
Lajes do Pico;3088;0;0;0;0;0;1430;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1619;0;0;0;x;4607;566;-1;3021;-1;1020;-1;409;-1;484;-1;4;0;976;0;-1;0;-1;99;-1;81;-1;187;-1;70;-1;11;-1;0;-1;4;0;-1;0;-1
Madalena;3638;0;0;0;0;0;0;0;0;77;0;0;0;2198;0;0;0;0;0;0;0;0;0;0;0;0;0;1363;0;0;0;x;5953;824;-1;4038;-1;1092;-1;435;-1;738;-1;14;0;1596;400;-1;0;-1;103;-1;220;-1;313;-1;101;-1;26;-1;0;-1;11;0;-1;0;-1
Sæo Roque do Pico;2165;0;0;0;0;0;0;0;0;0;0;0;0;858;0;0;0;0;0;0;0;0;0;0;0;0;0;1307;0;0;0;x;3299;444;-1;2237;-1;619;-1;221;-1;408;-1;7;0;790;0;-1;0;-1;65;-1;159;-1;160;-1;62;-1;11;-1;0;-1;2;0;-1;0;-1
Horta;8058;120;0;0;0;0;0;0;151;394;0;0;0;0;3521;0;0;0;0;0;0;0;0;0;0;0;0;3872;0;0;0;x;14792;2131;-1;10238;-1;2423;-1;914;-1;1868;-1;20;0;3614;0;-1;11;-1;289;-1;264;-1;693;-1;246;-1;43;-1;0;-1;14;0;-1;0;-1
Lajes das Flores;941;0;0;0;0;0;0;0;0;0;0;0;0;311;0;0;0;0;0;0;0;0;0;0;0;0;0;630;0;0;0;x;1499;182;-1;1019;-1;298;-1;141;-1;143;-1;0;0;324;114;-1;0;-1;4;-1;33;-1;58;-1;7;-1;0;-1;0;-1;2;0;-1;0;-1
Santa Cruz das Flores;1282;0;0;0;0;0;0;0;0;262;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;785;0;0;0;x;2197;281;-1;1517;-1;400;-1;158;-1;221;-1;1;0;495;0;-1;0;-1;28;-1;70;-1;118;-1;45;-1;11;-1;0;-1;1;0;-1;0;-1
Corvo;237;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;x;460;67;-1;313;-1;80;-1;42;-1;46;-1;1;0;99;38;-1;0;-1;0;-1;5;-1;17;-1;9;-1;0;-1;0;-1;0;0;-1;0;-1
Calheta [R.A.M.];6523;0;1076;0;0;0;0;0;0;86;0;0;0;4392;0;0;0;0;0;0;0;0;0;0;0;0;0;883;0;0;86;x;10999;1431;-1;7107;-1;2462;-1;1926;-1;1067;-1;25;805.2;2455;578;-1;0;-1;165;-1;659;-1;208;-1;111;-1;33;-1;0;-1;19;0;-1;0;-1
C_mara de Lobos;15149;369;1657;0;0;0;0;373;0;504;0;0;0;9931;0;0;0;0;0;0;0;0;0;0;0;0;0;1782;0;0;270;x;34147;5906;-1;24333;-1;3909;-1;4927;-1;2813;-1;39;729.7;4817;1210;-1;0;-1;587;-1;756;-1;765;-1;375;-1;39;-1;0;-1;93;0;-1;0;-1
Funchal;53737;0;4819;0;0;0;0;0;0;2029;501;0;0;17971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23577;0;1252;x;105188;14031;-1;72792;-1;18365;-1;8827;-1;15081;-1;620;924;38358;981;-1;32;-1;1690;-1;2242;-1;7665;-1;4129;-1;516;-1;0;-1;511;0;-1;0;-1
Machico;11441;116;235;0;0;0;0;135;0;58;42;0;107;3266;0;0;0;0;0;0;0;0;0;0;0;0;0;6901;0;0;74;x;20554;2697;-1;14666;-1;3191;-1;2508;-1;2055;-1;32;881.1;3031;297;-1;0;-1;315;-1;559;-1;518;-1;213;-1;39;-1;0;-1;33;0;-1;0;-1
Ponta do Sol;4915;89;718;0;0;0;0;44;0;41;0;0;0;1955;0;0;0;0;0;0;0;0;0;0;0;0;0;2037;0;0;31;x;8588;1268;-1;5888;-1;1433;-1;1249;-1;791;-1;19;649.2;1751;738;-1;0;-1;63;-1;222;-1;245;-1;79;-1;16;-1;0;-1;15;0;-1;0;-1
Porto Moniz;2112;0;0;0;0;0;227;3;0;8;0;0;0;461;0;0;0;0;0;0;0;0;0;0;0;0;0;1406;0;0;7;x;2404;280;-1;1535;-1;589;-1;610;-1;197;-1;6;697.4;474;118;-1;0;-1;20;-1;25;-1;48;-1;14;-1;0;-1;0;-1;1;0;-1;0;-1
Ribeira Brava;7546;52;0;0;0;0;4024;0;0;70;0;0;0;2519;0;0;0;0;0;0;0;0;0;0;0;0;0;351;0;0;49;x;12501;1956;-1;8494;-1;2052;-1;2191;-1;1249;-1;21;672.6;1975;330;-1;0;-1;127;-1;300;-1;400;-1;147;-1;40;-1;0;-1;17;0;-1;0;-1
Santa Cruz;21044;308;1066;0;0;0;0;249;0;320;76;0;0;3720;0;0;0;0;0;0;0;0;0;0;0;0;0;1497;0;0;543;x;43976;7562;-1;31766;-1;4648;-1;2837;-1;6284;-1;74;832.7;6721;373;-1;0;-1;664;-1;490;-1;1452;-1;835;-1;45;-1;0;-1;86;0;-1;0;-1
Santana;4456;0;2797;0;0;0;305;36;0;82;0;0;0;1038;0;0;0;0;0;0;0;0;0;0;0;0;0;167;0;0;31;x;6934;747;-1;4515;-1;1673;-1;1512;-1;676;-1;7;709.6;880;245;-1;0;-1;32;-1;61;-1;145;-1;62;-1;0;-1;0;-1;18;0;-1;0;-1
Sao Vicente;3168;0;0;0;0;0;2619;42;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;0;0;37;x;5188;588;-1;3267;-1;1333;-1;1140;-1;508;-1;9;732.6;979;274;-1;0;-1;57;-1;123;-1;153;-1;42;-1;16;-1;0;-1;12;0;-1;0;-1
Porto Santo;3271;52;125;0;0;0;452;0;0;96;0;0;0;1283;0;0;0;0;0;0;0;0;0;0;0;0;0;1251;0;0;12;x;5174;730;-1;3805;-1;640;-1;399;-1;852;-1;3;921.7;852;39;-1;0;-1;24;-1;45;-1;212;-1;102;-1;10;-1;0;-1;6;0;-1;0;-1